1,8329.57
2,6727.36
3,5210.81
4,3828.04
5,2599.69
6,1619.16
7,910.68
8,453.01
9,216.03
10,98.32
11,44.93
12,20.69
13,8.73
14,4.33
15,1.85
16,0.84
17,0.38
18,0.14
19,0.11
20,0.11
21,0.02
22,0
23,0.05
24,0.01
25,0
26,0
27,0
28,0
29,0
30,0.01
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
